,categories,published_year,average_rating,num_pages,ratings_count,tipo_avaliacao
1381,7,1990,3.83,301,9.0,abaixo da média
1382,8,2002,3.54,270,24.0,abaixo da média
1383,54,1963,3.95,880,158.0,acima da média
1384,56,1950,4.04,126,822.0,acima da média
1385,52,1984,4.14,352,112.0,acima da média
1386,36,1986,4.15,636,25.0,acima da média
1387,55,1998,4.19,445,2316.0,acima da média
1388,5,2001,4.13,336,115.0,acima da média
1389,53,2002,4.01,172,105.0,acima da média
1390,5,2002,3.98,144,947.0,acima da média
1391,21,2002,4.07,179,31450.0,acima da média
1392,8,2002,4.32,992,13.0,acima da média
1393,36,2003,3.64,240,436.0,abaixo da média
1394,36,2003,3.7,232,344.0,abaixo da média
1395,21,2003,4.01,249,769.0,acima da média
1396,30,2005,4.03,208,1801.0,acima da média
1397,36,2005,4.06,384,275.0,acima da média
1398,5,2006,4.54,344,52.0,acima da média
1399,45,2006,4.11,304,218.0,acima da média
1400,36,1992,3.89,248,128.0,abaixo da média
1401,36,1994,4.2,1082,497.0,acima da média
1402,44,1998,4.19,720,51.0,acima da média
1403,44,1999,4.03,644,190.0,acima da média
1404,8,1999,4.1,288,327.0,acima da média
1405,50,1999,3.83,608,950.0,abaixo da média
1406,44,2000,4.32,732,190.0,acima da média
1407,8,2006,3.79,334,277.0,abaixo da média
1408,67,2005,3.67,344,354.0,abaixo da média
1409,49,2017,4.23,24,1047.0,acima da média
1410,39,2005,3.93,192,3924.0,acima da média
1411,30,2006,4.05,592,8848.0,acima da média
1412,16,2006,3.96,256,13866.0,acima da média
1413,40,2002,3.47,48,24.0,abaixo da média
1414,30,2006,3.17,320,3405.0,abaixo da média
1415,30,2006,3.81,360,617.0,abaixo da média
1416,30,2006,4.12,560,1323.0,acima da média
1417,30,2006,3.96,241,574745.0,acima da média
1418,30,2007,4.4,840,400.0,acima da média
1419,21,2006,3.91,120,6558.0,acima da média
1420,30,2006,3.73,432,723487.0,abaixo da média
1421,30,2006,3.78,388,8496.0,abaixo da média
1422,30,2006,3.81,400,10330.0,abaixo da média
1423,30,2006,4.24,197,14306.0,acima da média
1424,8,2004,3.63,432,195863.0,abaixo da média
1425,49,2003,3.82,489,1588890.0,abaixo da média
1426,21,2006,3.96,160,6166.0,acima da média
1427,67,2007,4.06,397,291489.0,acima da média
1428,49,1111,4.53,2934,6406.0,acima da média
1429,30,2006,3.24,346,3479.0,abaixo da média
1430,51,2006,3.74,270,6878.0,abaixo da média
1431,16,2007,3.6,256,20.0,abaixo da média
1432,35,2006,3.56,263,1149.0,abaixo da média
1433,16,2007,4.09,240,8719.0,acima da média
1434,8,2007,3.86,442,1187.0,abaixo da média
1435,8,1996,4.21,224,11328.0,acima da média
1436,30,2000,4.35,347,3119.0,acima da média
1437,58,2003,3.17,338,48.0,abaixo da média
1438,30,2004,4.0,345,358.0,acima da média
1439,30,2002,3.95,319,314.0,acima da média
1440,30,2006,4.32,337,10520.0,acima da média
1441,58,2003,5.0,336,1.0,acima da média
1442,58,2003,3.58,224,201.0,abaixo da média
1443,58,2003,3.35,272,188.0,abaixo da média
1444,58,2007,3.75,299,8.0,abaixo da média
1445,58,2005,4.16,462,766.0,acima da média
1446,58,2005,4.14,816,217.0,acima da média
1447,58,2005,3.78,194,19646.0,abaixo da média
1448,49,2004,3.92,336,20.0,acima da média
1449,58,2007,3.59,187,129.0,abaixo da média
1450,58,1983,4.2,336,279.0,acima da média
1451,49,2002,4.7,2198,4092.0,acima da média
1452,42,1987,3.85,192,2093.0,abaixo da média
1453,8,1990,4.21,454,230.0,acima da média
1454,49,1993,3.64,343,70.0,abaixo da média
1455,41,1992,4.44,260,9772.0,acima da média
1456,30,1993,4.15,672,88.0,acima da média
1457,48,1993,4.06,312,86.0,acima da média
1458,30,1995,3.93,400,355.0,acima da média
1459,8,1995,4.07,512,1015.0,acima da média
1460,50,1996,3.76,128,48.0,abaixo da média
1461,8,1996,4.05,286,325.0,acima da média
1462,9,1997,4.19,224,23.0,acima da média
1463,30,1997,4.21,958,36300.0,acima da média
1464,30,1997,4.1,420,57.0,acima da média
1465,30,1997,4.05,870,11239.0,acima da média
1466,55,1999,3.54,184,93.0,abaixo da média
1467,8,1997,3.83,480,36.0,abaixo da média
1468,30,1948,4.0,343,62290.0,acima da média
1469,8,1998,3.39,192,112.0,abaixo da média
1470,44,1997,3.42,256,1468.0,abaixo da média
1471,30,1999,3.71,352,6602.0,abaixo da média
1472,30,1998,4.25,939,23573.0,acima da média
1473,30,1998,3.77,208,315.0,abaixo da média
1474,30,1999,3.88,434,97955.0,abaixo da média
1475,30,1998,4.16,304,51.0,acima da média
1476,30,1999,4.18,292,660.0,acima da média
1477,8,2006,4.24,469,929.0,acima da média
1478,30,1999,4.11,291,11984.0,acima da média
1479,35,2000,4.39,656,18518.0,acima da média
1480,36,1999,4.25,356,23498.0,acima da média
1481,30,2000,3.93,272,813.0,acima da média
1482,30,2000,3.89,272,839.0,abaixo da média
1483,30,2000,3.95,256,1435.0,acima da média
1484,30,2000,3.69,276,198.0,abaixo da média
1485,30,1999,3.68,181,9200.0,abaixo da média
1486,30,2000,3.4,208,33.0,abaixo da média
1487,30,2000,3.94,721,20541.0,acima da média
1488,8,2000,4.38,368,97.0,acima da média
1489,53,2001,4.0,160,25.0,acima da média
1490,8,2000,3.96,344,4541.0,acima da média
1491,30,2000,3.71,561,41709.0,abaixo da média
1492,30,2001,4.19,656,88.0,acima da média
1493,68,2001,3.79,248,14661.0,abaixo da média
1494,30,2001,3.78,132,1312.0,abaixo da média
1495,30,2002,4.11,558,24035.0,acima da média
1496,30,2001,3.45,368,5066.0,abaixo da média
1497,42,2002,3.71,176,148.0,abaixo da média
1498,8,2002,3.67,320,173.0,abaixo da média
1499,30,2004,3.19,240,202.0,abaixo da média
1500,30,2002,4.21,624,1485.0,acima da média
1501,30,2001,4.23,132,31800.0,acima da média
1502,8,2005,4.25,336,4.0,acima da média
1503,36,2002,3.97,320,498.0,acima da média
1504,30,1992,4.08,352,4119.0,acima da média
1505,42,2004,3.97,288,305.0,acima da média
1506,30,2002,3.74,272,1285.0,abaixo da média
1507,30,2007,3.72,164,46237.0,abaixo da média
1508,68,2003,3.79,338,8589.0,abaixo da média
1509,8,2005,4.08,368,73.0,acima da média
1510,8,2003,4.0,230,378.0,acima da média
1511,57,2004,4.09,1104,150.0,acima da média
1512,30,2004,3.62,355,25811.0,abaixo da média
1513,8,2003,3.8,192,94.0,abaixo da média
1514,48,2003,4.16,448,1131.0,acima da média
1515,30,2003,4.13,288,626.0,acima da média
1516,30,2004,3.84,322,439930.0,abaixo da média
1517,30,2005,3.84,322,24424.0,abaixo da média
1518,30,2003,3.75,218,1291.0,abaixo da média
1519,30,2006,3.93,338,186552.0,acima da média
1520,8,2004,4.31,378,60280.0,acima da média
1521,40,2006,3.39,289,1066.0,abaixo da média
1522,30,2006,3.91,309,447.0,acima da média
1523,8,2005,3.89,256,366.0,abaixo da média
1524,30,2004,3.69,368,4365.0,abaixo da média
1525,30,2006,3.71,340,136644.0,abaixo da média
1526,30,2007,4.09,310,78572.0,acima da média
1527,30,2006,3.88,326,10519.0,abaixo da média
1528,30,2006,4.35,448,1860.0,acima da média
1529,30,2005,4.17,928,33783.0,acima da média
1530,30,2005,4.17,336,453899.0,acima da média
1531,30,2006,4.16,256,302.0,acima da média
1532,25,2006,3.15,172,115.0,abaixo da média
1533,30,2006,3.61,484,1241.0,abaixo da média
1534,30,2006,3.62,336,3790.0,abaixo da média
1535,30,2006,3.94,329,8592.0,acima da média
1536,25,2007,3.71,240,2059.0,abaixo da média
1537,40,2007,3.8,306,388266.0,abaixo da média
1538,68,2006,3.92,784,8.0,acima da média
1539,8,2006,4.38,510,838.0,acima da média
1540,30,2007,4.44,792,209.0,acima da média
1541,51,2006,4.4,464,5558.0,acima da média
1542,8,2007,4.03,584,1270.0,acima da média
1543,30,2001,3.12,528,3511.0,abaixo da média
1544,30,2002,3.64,379,150.0,abaixo da média
1545,30,2003,3.7,128,7716.0,abaixo da média
1546,30,2003,3.85,304,2410.0,abaixo da média
1547,30,2004,3.71,258,13150.0,abaixo da média
1548,30,2003,3.99,529,526111.0,acima da média
1549,30,2003,3.55,304,917.0,abaixo da média
1550,8,2003,3.62,176,1552.0,abaixo da média
1551,30,2005,3.87,192,447.0,abaixo da média
1552,30,2004,3.72,329,2063.0,abaixo da média
1553,30,2004,4.06,773,7756.0,acima da média
1554,68,2004,3.92,416,1359.0,acima da média
1555,8,2004,4.14,640,103.0,acima da média
1556,8,2004,4.02,293,75017.0,acima da média
1557,30,2004,3.9,342,14277.0,abaixo da média
1558,30,2005,3.83,462,292.0,abaixo da média
1559,30,2005,3.41,738,20508.0,abaixo da média
1560,30,2004,3.93,441,20087.0,acima da média
1561,44,2005,4.04,528,272.0,acima da média
1562,30,2005,3.8,239,2853.0,abaixo da média
1563,30,2007,4.19,230,576.0,acima da média
1564,30,2006,3.74,433,528.0,abaixo da média
1565,36,2006,4.11,507,614.0,acima da média
1566,8,2006,4.32,261,5754.0,acima da média
1567,30,2006,3.83,306,17317.0,abaixo da média
1568,30,2006,3.33,208,1681.0,abaixo da média
1569,45,1985,4.7,712,396.0,acima da média
1570,30,1996,3.75,299,880.0,abaixo da média
1571,30,1997,4.25,446,1109.0,acima da média
1572,30,1996,3.56,352,431.0,abaixo da média
1573,30,1996,3.79,592,115661.0,abaixo da média
1574,30,1997,4.26,1011,1959.0,acima da média
1575,30,1999,3.53,300,395.0,abaixo da média
1576,30,1997,4.3,397,641.0,acima da média
1577,30,1999,4.11,412,3648.0,acima da média
1578,30,2007,3.58,204,268.0,abaixo da média
1579,30,2001,3.9,256,4218.0,abaixo da média
1580,30,2000,4.14,741,3919.0,acima da média
1581,30,2002,3.9,342,774.0,abaixo da média
1582,30,2002,3.73,352,6307.0,abaixo da média
1583,30,2001,3.46,288,2115.0,abaixo da média
1584,30,2003,4.05,400,1752.0,acima da média
1585,30,2002,4.3,966,3964.0,acima da média
1586,30,1994,4.31,411,9103.0,acima da média
1587,30,1994,3.82,250,220.0,abaixo da média
1588,30,1995,3.78,336,1154.0,abaixo da média
1589,30,1991,4.17,448,102.0,acima da média
1590,30,1993,4.08,543,337.0,acima da média
1591,30,2004,3.92,448,16443.0,acima da média
1592,30,2004,3.95,416,28454.0,acima da média
1593,30,2005,3.81,344,11877.0,abaixo da média
1594,30,2006,3.79,347,11908.0,abaixo da média
1595,30,2007,4.28,492,1975.0,acima da média
1596,30,2006,4.02,305,998.0,acima da média
1597,30,2005,3.78,288,8944.0,abaixo da média
1598,30,2005,4.14,565,2705.0,acima da média
1599,30,2006,4.27,490,2115.0,acima da média
1600,30,2006,4.18,544,9802.0,acima da média
1601,30,2007,4.17,640,4772.0,acima da média
1602,30,2007,3.47,391,3219.0,abaixo da média
1603,30,2007,3.74,281,9068.0,abaixo da média
1604,30,2007,4.11,325,2441.0,acima da média
1605,30,1995,3.96,626,162.0,acima da média
1606,30,1999,3.99,306,4787.0,acima da média
1607,8,1998,4.32,437,65381.0,acima da média
1608,8,1998,4.41,373,12547.0,acima da média
1609,30,1999,4.17,313,114593.0,acima da média
1610,30,1999,3.88,322,162.0,abaixo da média
1611,30,1999,3.48,304,9592.0,abaixo da média
1612,30,1999,3.4,256,22.0,abaixo da média
1613,30,2000,4.0,310,3717.0,acima da média
1614,30,2000,3.81,461,1400.0,abaixo da média
1615,69,2000,3.79,320,288.0,abaixo da média
1616,30,2001,3.53,323,687.0,abaixo da média
1617,30,2002,4.16,337,101029.0,acima da média
1618,30,2002,3.69,291,1067.0,abaixo da média
1619,30,2002,4.04,642,10830.0,acima da média
1620,30,2002,4.02,276,22176.0,acima da média
1621,69,2003,3.78,399,1410.0,abaixo da média
1622,30,2002,3.79,662,9116.0,abaixo da média
1623,30,2002,3.88,432,231.0,abaixo da média
1624,30,2004,3.82,344,12104.0,abaixo da média
1625,30,2003,4.17,326,99289.0,acima da média
1626,30,2006,4.16,321,89961.0,acima da média
1627,30,2004,3.44,286,5437.0,abaixo da média
1628,30,2003,3.86,693,7098.0,abaixo da média
1629,30,2004,3.83,505,5810.0,abaixo da média
1630,30,2006,3.72,632,9104.0,abaixo da média
1631,30,2006,3.98,464,6218.0,acima da média
1632,30,2004,3.76,528,301.0,abaixo da média
1633,30,2004,4.08,800,15772.0,acima da média
1634,30,2005,3.69,306,30.0,abaixo da média
1635,45,2002,0.0,176,0.0,abaixo da média
1636,45,2005,4.01,256,62.0,acima da média
1637,40,2004,3.89,48,850.0,abaixo da média
1638,40,2005,4.25,202,23943.0,acima da média
1639,30,2005,4.07,329,10211.0,acima da média
1640,8,2006,3.7,307,2229.0,abaixo da média
1641,30,2006,3.06,352,187.0,abaixo da média
1642,8,2006,4.15,983,8735.0,acima da média
1643,70,2006,3.59,498,4367341.0,abaixo da média
1644,70,2006,4.19,272,18011.0,acima da média
1645,30,2007,4.05,769,28640.0,acima da média
1646,30,2006,3.72,340,2030.0,abaixo da média
1647,30,2001,4.34,794,1966.0,acima da média
1648,49,2005,4.25,343,30787.0,acima da média
1649,8,2004,3.77,288,33499.0,abaixo da média
1650,39,2004,3.91,112,365.0,acima da média
1651,30,2004,3.79,328,5776.0,abaixo da média
1652,10,2005,3.92,277,4089.0,acima da média
1653,30,2006,3.48,387,9884.0,abaixo da média
1654,22,1993,4.12,859,361.0,acima da média
1655,30,2000,3.95,480,3031.0,acima da média
1656,47,1996,3.98,343,268.0,acima da média
1657,30,2001,4.05,656,36909.0,acima da média
1658,66,1998,3.99,497,34223.0,acima da média
1659,8,1983,4.43,992,328.0,acima da média
1660,30,2003,3.31,279,1137.0,abaixo da média
1661,25,2002,3.06,336,391.0,abaixo da média
1662,30,2003,4.48,821,1952.0,acima da média
1663,30,1996,3.66,160,3558.0,abaixo da média
1664,30,2002,3.67,288,4482.0,abaixo da média
1665,40,2004,3.71,224,17665.0,abaixo da média
1666,30,1991,3.8,234,18849.0,abaixo da média
1667,10,1998,2.67,260,3.0,abaixo da média
1668,36,1998,4.12,640,851.0,acima da média
1669,49,1999,4.29,812,489.0,acima da média
1670,40,2004,4.17,208,25759.0,acima da média
1671,8,2004,4.07,849,7695.0,acima da média
1672,70,2002,3.51,224,53230.0,abaixo da média
1673,70,2003,3.55,240,16202.0,abaixo da média
1674,39,1997,4.27,353,702.0,acima da média
1675,30,1982,4.0,351,76839.0,acima da média
1676,30,2000,4.0,640,743.0,acima da média
1677,30,1992,3.93,416,2580.0,acima da média
1678,30,1992,4.02,783,1208.0,acima da média
1679,55,2005,2.95,792,1.0,abaixo da média
1680,55,2005,3.5,604,4.0,abaixo da média
1681,15,2006,3.65,335,205.0,abaixo da média
1682,15,2006,4.24,201,7623.0,acima da média
1683,30,2007,3.78,431,226.0,abaixo da média
1684,30,2007,4.07,352,119.0,acima da média
1685,8,2007,3.27,230,28.0,abaixo da média
1686,50,2000,3.79,240,10.0,abaixo da média
1687,49,1974,4.3,96,50.0,acima da média
1688,49,1977,3.91,224,9.0,acima da média
1689,49,1979,4.16,126,75.0,acima da média
1690,49,1984,3.84,207,123.0,abaixo da média
1691,40,1988,4.1,192,1856.0,acima da média
1692,49,1988,4.06,192,3020.0,acima da média
1693,24,1988,4.28,560,237.0,acima da média
1694,49,1989,3.79,299,1636.0,abaixo da média
1695,49,1994,3.55,256,5392.0,abaixo da média
1696,49,1990,4.14,352,4765.0,acima da média
1697,49,1994,4.03,596,147.0,acima da média
1698,30,2002,4.43,1038,319.0,acima da média
1699,45,1994,3.86,180,694.0,abaixo da média
1700,49,1994,4.06,352,412.0,acima da média
1701,7,1995,4.08,224,21.0,acima da média
1702,24,1997,4.14,1223,26269.0,acima da média
1703,49,1996,3.31,286,94.0,abaixo da média
1704,8,1997,4.05,240,297.0,acima da média
1705,49,1997,3.81,1074,34.0,abaixo da média
1706,69,1998,3.97,206,1268.0,acima da média
1707,60,1999,4.02,496,3844.0,acima da média
1708,49,1998,4.18,1139,15260.0,acima da média
1709,49,2002,3.81,180,67.0,abaixo da média
1710,49,1999,3.56,422,957.0,abaixo da média
1711,49,1999,3.83,335,9.0,abaixo da média
1712,49,1999,4.17,311,352.0,acima da média
1713,49,2000,4.18,336,99172.0,acima da média
1714,49,2001,4.19,324,300.0,acima da média
1715,49,2001,3.8,243,21.0,abaixo da média
1716,49,2002,3.95,328,991.0,acima da média
1717,49,2006,4.07,202,9190.0,acima da média
1718,30,2005,3.97,726,204.0,acima da média
1719,49,2002,4.06,384,33.0,acima da média
1720,3,2005,3.77,328,20562.0,abaixo da média
1721,49,2004,3.99,369,126672.0,acima da média
1722,49,2002,3.62,278,4102.0,abaixo da média
1723,49,2004,4.25,371,869.0,acima da média
1724,49,2003,4.16,550,79864.0,acima da média
1725,49,2005,3.96,273,1065.0,acima da média
1726,30,2006,2.86,256,2486.0,abaixo da média
1727,49,2000,3.93,672,552.0,acima da média
1728,2,2000,3.82,399,835.0,abaixo da média
1729,49,2002,3.39,278,809.0,abaixo da média
1730,30,2002,3.77,326,12714.0,abaixo da média
1731,23,2002,3.69,387,994.0,abaixo da média
1732,49,1961,3.82,623,14782.0,abaixo da média
1733,2,2003,3.4,200,384.0,abaixo da média
1734,30,2008,3.86,465,9121.0,abaixo da média
1735,49,2002,4.22,180,2918.0,acima da média
1736,30,1975,3.88,270,57.0,abaixo da média
1737,49,1996,4.17,288,0.0,acima da média
1738,49,2005,4.27,467,13.0,acima da média
1739,58,2002,4.43,148,25.0,acima da média
1740,1,1957,3.89,208,10.0,abaixo da média
1741,49,1988,3.73,188,54.0,abaixo da média
1742,49,1988,4.33,304,22.0,acima da média
1743,49,1995,3.81,256,88.0,abaixo da média
1744,30,1996,3.62,584,258.0,abaixo da média
1745,49,1997,3.53,320,207.0,abaixo da média
1746,49,1998,3.4,309,41.0,abaixo da média
1747,49,1975,4.38,1152,4863.0,acima da média
1748,30,1999,3.81,1231,5444.0,abaixo da média
1749,49,2001,3.47,470,378.0,abaixo da média
1750,49,2000,0.0,128,0.0,abaixo da média
1751,1,2001,4.08,256,18308.0,acima da média
1752,11,2001,4.01,246,11757.0,acima da média
1753,11,2001,4.05,266,11708.0,acima da média
1755,11,2001,3.9,280,5136.0,abaixo da média
1756,7,2001,4.33,384,1072.0,acima da média
1757,49,2004,3.44,406,526.0,abaixo da média
1758,49,2003,4.24,584,1073.0,acima da média
1759,49,2003,4.16,224,1583.0,acima da média
1760,60,2005,3.92,672,563.0,acima da média
1761,49,2005,4.01,480,970.0,acima da média
1762,49,2001,3.88,200,2067.0,abaixo da média
1763,40,2006,3.0,219,40.0,abaixo da média
1764,49,2006,3.86,144,6615.0,abaixo da média
1765,49,1970,3.87,190,30.0,abaixo da média
1766,37,1975,4.2,241,20.0,acima da média
1767,60,1976,3.23,183,10.0,abaixo da média
1768,30,1977,4.22,450,614.0,acima da média
1769,30,1980,3.97,214,1240.0,acima da média
1770,30,1981,4.14,384,34.0,acima da média
1771,30,1973,3.33,199,11942.0,abaixo da média
1772,30,1984,3.71,416,24.0,abaixo da média
1773,30,1984,4.13,325,152.0,acima da média
1774,30,1985,3.78,439,15580.0,abaixo da média
1775,49,1985,4.29,278,8786.0,acima da média
1776,30,1984,3.94,236,2233.0,acima da média
1777,30,1971,4.12,208,2734.0,acima da média
1778,30,1985,3.86,294,34.0,abaixo da média
1780,27,2012,4.52,490,532629.0,acima da média
1781,30,1986,4.27,1635,13225.0,acima da média
1782,30,1986,3.99,272,4092.0,acima da média
1783,48,1977,4.17,271,14974.0,acima da média
1784,30,1982,4.31,406,26613.0,acima da média
1785,59,1987,4.22,472,4286.0,acima da média
1786,66,1989,3.48,204,4717.0,abaixo da média
1787,30,1998,3.6,256,864.0,abaixo da média
1788,39,1991,4.19,404,67983.0,acima da média
1789,30,1992,3.83,367,10413.0,abaixo da média
1790,49,1992,3.84,570,15896.0,abaixo da média
1791,8,1998,4.14,720,2898.0,acima da média
1792,30,1996,4.3,379,9380.0,acima da média
1793,49,1993,3.87,496,1298.0,abaixo da média
1794,58,2001,3.93,480,5573.0,acima da média
1795,42,1994,3.76,272,4305.0,abaixo da média
1796,30,1997,3.96,435,841.0,acima da média
1797,30,2001,3.96,456,15491.0,acima da média
1798,30,1997,3.8,384,74.0,abaixo da média
1799,30,1995,3.84,566,17761.0,abaixo da média
1800,30,1995,3.93,608,4704.0,acima da média
1801,30,1996,3.51,421,179.0,abaixo da média
1802,30,1997,3.61,353,191.0,abaixo da média
1803,8,1997,4.04,385,10834.0,acima da média
1804,9,1996,4.27,459,47399.0,acima da média
1805,49,1996,3.63,182,17.0,abaixo da média
1806,39,1997,3.49,288,181.0,abaixo da média
1807,30,1997,3.83,384,22702.0,abaixo da média
1808,30,1997,3.24,176,11124.0,abaixo da média
1809,30,2003,4.26,398,673146.0,acima da média
1810,30,2001,3.87,352,1339.0,abaixo da média
1811,30,2000,3.97,240,72235.0,acima da média
1812,30,1982,4.2,224,158946.0,acima da média
1813,30,1997,3.92,624,530.0,acima da média
1814,30,1997,3.88,448,118857.0,abaixo da média
1815,30,1997,3.72,468,71219.0,abaixo da média
1816,30,2002,3.68,352,232.0,abaixo da média
1817,30,1998,4.2,462,4154.0,acima da média
1818,30,2001,3.72,370,34824.0,abaixo da média
1819,39,1998,4.19,432,581.0,acima da média
1820,30,1998,4.08,304,5687.0,acima da média
1821,30,1999,3.66,404,155.0,abaixo da média
1822,8,1998,3.51,160,196.0,abaixo da média
1823,30,2002,3.72,358,587.0,abaixo da média
1824,30,1999,3.92,150,257.0,acima da média
1825,30,1999,3.84,240,4718.0,abaixo da média
1826,30,2001,3.7,369,11872.0,abaixo da média
1827,59,2005,3.81,392,259.0,abaixo da média
1828,30,1999,3.84,352,164.0,abaixo da média
1829,8,2001,4.2,371,4178.0,acima da média
1830,30,2000,4.1,368,546.0,acima da média
1831,30,2003,3.97,415,13817.0,acima da média
1832,30,2005,3.98,357,10507.0,acima da média
1833,30,2001,3.57,291,6574.0,abaixo da média
1834,8,2002,4.17,642,10137.0,acima da média
1835,30,2000,3.86,192,1519.0,abaixo da média
1836,30,2005,3.9,560,2186.0,abaixo da média
1837,55,2002,3.92,272,58.0,acima da média
1838,30,2001,3.74,368,72319.0,abaixo da média
1839,30,2000,3.8,320,73.0,abaixo da média
1840,39,2002,3.69,228,1437.0,abaixo da média
1841,30,2001,3.59,320,104.0,abaixo da média
1842,30,2001,4.0,659,368.0,acima da média
1843,8,2000,3.33,222,1098.0,abaixo da média
1844,30,2001,3.35,288,1515.0,abaixo da média
1845,30,2001,3.96,416,15801.0,acima da média
1846,8,2001,3.94,306,479.0,acima da média
1847,30,2001,3.8,128,1290.0,abaixo da média
1848,30,2002,3.77,368,2353.0,abaixo da média
1849,30,2000,3.68,304,55166.0,abaixo da média
1850,30,2006,4.07,385,28124.0,acima da média
1851,30,2001,4.13,735,2229.0,acima da média
1852,30,2002,3.66,352,207.0,abaixo da média
1853,30,2001,3.77,292,6333.0,abaixo da média
1854,30,2002,3.92,429,9511.0,acima da média
1855,36,2002,3.87,456,45.0,abaixo da média
1856,30,2005,3.15,319,182.0,abaixo da média
1857,30,2002,3.96,224,355.0,acima da média
1858,50,2003,4.1,200,203.0,acima da média
1859,30,2004,3.94,288,1729.0,acima da média
1860,30,2001,3.95,320,2588.0,acima da média
1861,30,2006,3.83,356,3894.0,abaixo da média
1862,30,2002,4.38,815,240189.0,acima da média
1863,30,2007,4.0,336,10943.0,acima da média
1864,36,2005,3.78,480,1933.0,abaixo da média
1865,30,2004,3.83,352,11612.0,abaixo da média
1866,26,2002,4.28,644,14129.0,acima da média
1867,30,2002,4.27,1280,481.0,acima da média
1868,30,2003,3.98,368,105432.0,acima da média
1869,30,2006,4.06,526,52810.0,acima da média
1870,30,2005,3.59,464,5398.0,abaixo da média
1871,30,2005,3.94,528,1119.0,acima da média
1872,30,2005,4.18,432,34772.0,acima da média
1873,30,2005,3.68,256,702.0,abaixo da média
1874,30,2006,3.73,232,445.0,abaixo da média
1875,30,2005,4.22,636,4656.0,acima da média
1876,30,2005,3.87,257,1149.0,abaixo da média
1877,30,2006,3.8,280,1025.0,abaixo da média
1878,30,2007,4.31,1008,707.0,acima da média
1879,30,2006,3.49,357,3756.0,abaixo da média
1880,30,2004,3.88,329,3889.0,abaixo da média
1881,30,2003,3.31,368,24758.0,abaixo da média
1883,30,2006,3.43,472,26172.0,abaixo da média
1884,30,2003,4.17,304,3049.0,acima da média
1885,30,2003,4.28,1238,3548.0,acima da média
1886,63,2004,4.03,240,16935.0,acima da média
1887,30,2006,3.89,384,3607.0,abaixo da média
1888,30,2006,3.12,208,141.0,abaixo da média
1889,30,2005,3.89,416,5339.0,abaixo da média
1890,30,2004,3.95,342,1352.0,acima da média
1891,30,2006,3.61,342,12584.0,abaixo da média
1892,30,2005,3.84,370,5477.0,abaixo da média
1893,36,2004,4.18,606,40624.0,acima da média
1894,8,2005,4.14,368,2548.0,acima da média
1895,8,2004,3.82,304,3074.0,abaixo da média
1896,30,2004,4.07,481,152168.0,acima da média
1897,30,2006,4.12,401,45210.0,acima da média
1898,30,2006,4.27,324,15796.0,acima da média
1899,30,2007,3.98,324,6637.0,acima da média
1900,30,2006,3.82,400,5577.0,abaixo da média
1901,30,2006,4.16,227,247.0,acima da média
1902,40,2005,4.29,194,3392.0,acima da média
1903,8,2004,4.0,464,966.0,acima da média
1904,30,2005,3.79,268,8322.0,abaixo da média
1905,30,2006,3.99,251,4599.0,acima da média
1906,30,1970,3.6,192,3261.0,abaixo da média
1907,8,2005,3.65,384,11727.0,abaixo da média
1908,8,2006,3.65,160,376.0,abaixo da média
1909,12,2006,3.6,339,324.0,abaixo da média
1910,30,2006,3.63,820,22066.0,abaixo da média
1911,30,2005,4.04,368,1704.0,acima da média
1912,30,2006,3.9,398,27547.0,abaixo da média
1913,30,2006,4.07,286,2681.0,acima da média
1914,30,2005,3.9,422,23134.0,abaixo da média
1915,30,2005,3.54,290,6074.0,abaixo da média
1916,30,2007,2.89,368,529.0,abaixo da média
1917,30,2005,3.97,416,11867.0,acima da média
1918,30,2007,4.1,404,608.0,acima da média
1919,49,2004,4.28,184,3005.0,acima da média
1920,30,2006,3.71,576,2591.0,abaixo da média
1921,30,2007,3.89,544,7778.0,abaixo da média
1922,49,2004,4.28,183,2674.0,acima da média
1923,49,2004,4.31,184,2647.0,acima da média
1924,30,2005,4.39,304,2527.0,acima da média
1925,30,2006,3.93,347,7100.0,acima da média
1926,30,2007,3.46,352,2383.0,abaixo da média
1927,56,2007,4.03,217,474.0,acima da média
1928,30,2007,3.98,345,933.0,acima da média
1929,30,2006,4.24,393,4900.0,acima da média
1930,30,2006,3.98,384,4757.0,acima da média
1931,30,2006,4.26,1248,3030.0,acima da média
1932,30,2006,3.85,390,5655.0,abaixo da média
1933,50,2007,4.54,362,1148.0,acima da média
1934,49,1996,3.42,370,56.0,abaixo da média
1935,30,2006,3.65,388,35.0,abaixo da média
1936,30,2006,3.69,358,34.0,abaixo da média
1937,30,2012,4.59,1728,97731.0,acima da média
1938,49,1999,4.08,610,178515.0,acima da média
1939,36,1987,4.55,419,10625.0,acima da média
1940,49,1989,4.39,170,3319.0,acima da média
1941,49,1990,3.83,293,291.0,abaixo da média
1942,49,1991,3.89,323,64.0,abaixo da média
1943,49,1994,4.2,736,27.0,acima da média
1944,49,1996,4.24,638,324.0,acima da média
1945,49,1997,3.68,634,80.0,abaixo da média
1946,49,1998,4.27,353,571.0,acima da média
1947,49,2001,3.87,273,17500.0,abaixo da média
1948,30,2001,3.75,726,70.0,abaixo da média
1949,66,2000,3.95,279,1548.0,acima da média
1950,49,2003,3.82,496,82.0,abaixo da média
1951,22,2002,3.98,272,546269.0,acima da média
