,categories,published_year,average_rating,num_pages,ratings_count,tipo_avaliacao
3755,68,2004,3.96,485,10830.0,acima da média
3756,67,2006,3.75,416,81.0,abaixo da média
3757,59,2005,4.0,34,8.0,acima da média
3758,30,2004,3.62,128,53.0,abaixo da média
3759,8,2006,4.09,240,48909.0,acima da média
3760,35,2004,4.12,448,568.0,acima da média
3761,30,2004,3.98,291,203953.0,acima da média
3762,31,2005,3.52,528,21.0,abaixo da média
3763,30,2004,4.5,224,343.0,acima da média
3764,30,2000,3.97,359,2594.0,acima da média
3765,40,2006,3.62,32,84.0,abaixo da média
3766,8,2005,3.7,398,6167.0,abaixo da média
3767,30,2004,4.44,413,2197.0,acima da média
3768,27,1967,4.52,508,1607.0,acima da média
3769,68,2006,3.93,352,488.0,acima da média
3770,44,2006,3.52,336,28.0,abaixo da média
3771,40,2005,4.3,32,83.0,acima da média
3772,41,2005,2.5,972,2.0,abaixo da média
3773,36,2006,4.27,496,1258.0,acima da média
3774,59,2005,4.13,688,18593.0,acima da média
3775,5,2005,4.27,192,9593.0,acima da média
3776,40,2006,3.89,144,13463.0,abaixo da média
3777,30,2006,3.78,303,14031.0,abaixo da média
3778,41,2006,3.75,259,3640.0,abaixo da média
3779,30,2006,3.46,224,11.0,abaixo da média
3780,67,2006,3.87,287,6560.0,abaixo da média
3781,30,2006,3.98,326,325230.0,acima da média
3782,30,2006,3.94,333,11220.0,acima da média
3783,36,2006,4.16,384,95.0,acima da média
3784,22,2006,4.06,736,193.0,acima da média
3785,30,2007,3.97,313,2612.0,acima da média
3786,45,1991,4.13,432,257.0,acima da média
3787,52,1991,4.16,114,69.0,acima da média
3788,52,1996,4.06,656,66.0,acima da média
3789,55,1996,4.04,388,26.0,acima da média
3790,52,1991,4.23,464,10629.0,acima da média
3791,47,2002,3.8,72,4.0,abaixo da média
3792,40,2006,3.61,128,27.0,abaixo da média
3793,45,2003,4.07,169,538.0,acima da média
3794,58,2005,3.54,228,12.0,abaixo da média
3795,58,1969,3.81,364,107.0,abaixo da média
3796,49,1970,4.24,422,138227.0,acima da média
3797,66,2006,3.32,290,4053.0,abaixo da média
3798,30,2005,3.58,410,24212.0,abaixo da média
3799,40,2003,4.43,448,2091.0,acima da média
3800,36,2006,3.87,461,29543.0,abaixo da média
3801,30,2006,3.71,514,31644.0,abaixo da média
3802,30,2006,3.92,611,8104.0,acima da média
3803,30,2007,3.64,342,2532.0,abaixo da média
3804,8,2007,3.28,256,3218.0,abaixo da média
3805,49,2003,4.19,302,883.0,acima da média
3806,30,1967,3.5,139,1197.0,abaixo da média
3807,49,1987,3.72,392,154.0,abaixo da média
3808,40,1997,4.25,290,4671.0,acima da média
3809,30,1999,4.01,224,21536.0,acima da média
3810,49,2002,3.8,611,2627.0,abaixo da média
3811,11,2003,4.05,329,179.0,acima da média
3812,49,2004,3.68,48,2818.0,abaixo da média
3813,30,2001,3.95,402,530.0,acima da média
3814,30,2000,3.52,155,1087.0,abaixo da média
3815,30,1997,3.65,320,73.0,abaixo da média
3816,30,1999,3.86,384,20406.0,abaixo da média
3817,30,1998,3.77,342,5004.0,abaixo da média
3818,8,1997,3.76,660,3746.0,abaixo da média
3819,30,2003,3.57,206,5220.0,abaixo da média
3820,8,1998,4.02,258,56189.0,acima da média
3821,30,1998,3.72,160,2769.0,abaixo da média
3822,30,1998,3.68,340,14183.0,abaixo da média
3823,30,1998,3.86,465,281643.0,abaixo da média
3824,30,2002,3.94,848,3394.0,acima da média
3825,30,2003,4.28,1110,4186.0,acima da média
3826,30,1999,3.89,736,147964.0,abaixo da média
3827,30,2000,3.72,438,531.0,abaixo da média
3828,30,2000,3.69,336,727.0,abaixo da média
3829,30,2001,4.07,512,448.0,acima da média
3830,30,1998,3.88,544,2001.0,abaixo da média
3831,30,1999,3.7,256,6116.0,abaixo da média
3832,30,1999,3.57,304,10013.0,abaixo da média
3833,56,2004,4.11,358,57572.0,acima da média
3834,30,2002,3.65,253,170.0,abaixo da média
3835,30,2002,3.95,253,2663.0,acima da média
3836,30,1999,4.01,631,3386.0,acima da média
3837,30,2001,3.75,208,2406.0,abaixo da média
3838,30,2002,4.33,515,1777.0,acima da média
3839,30,2001,3.77,355,2039.0,abaixo da média
3840,30,1999,3.58,264,1962.0,abaixo da média
3841,36,2002,3.74,416,121.0,abaixo da média
3842,22,1985,4.37,80,2503.0,acima da média
3843,50,1982,3.71,348,272.0,abaixo da média
3844,8,1985,4.2,637,152.0,acima da média
3845,49,1972,4.01,160,239.0,acima da média
3846,8,1982,4.12,445,21832.0,acima da média
3847,30,1982,3.82,189,73.0,abaixo da média
3848,54,2004,3.49,383,35.0,abaixo da média
3849,30,1996,3.76,10,147.0,abaixo da média
3850,30,2000,3.5,303,158.0,abaixo da média
3851,63,1995,4.09,256,3550.0,acima da média
3852,30,1998,3.86,368,2794.0,abaixo da média
3853,30,1997,4.1,368,15234.0,acima da média
3854,30,1998,3.99,400,10757.0,acima da média
3855,30,1985,3.55,254,58.0,abaixo da média
3856,30,1998,4.15,327,3654.0,acima da média
3857,30,2000,3.9,295,8933.0,abaixo da média
3858,22,1986,4.15,395,2083.0,acima da média
3859,10,1988,2.5,256,4.0,abaixo da média
3860,30,1990,3.2,331,10.0,abaixo da média
3861,36,1988,4.28,252,52443.0,acima da média
3862,30,1989,3.95,567,59658.0,acima da média
3863,30,1990,3.93,435,4335.0,acima da média
3864,30,1989,3.87,473,11445.0,abaixo da média
3865,10,1990,4.09,368,2419.0,acima da média
3866,30,1994,3.78,320,2026.0,abaixo da média
3867,21,2004,4.25,391,670.0,acima da média
3868,30,1985,4.19,295,425928.0,acima da média
3869,30,1991,3.91,352,4808.0,acima da média
3870,30,1990,4.05,603,8478.0,acima da média
3871,9,1991,4.13,272,8139.0,acima da média
3872,30,1991,4.02,328,2692.0,acima da média
3873,30,1991,4.21,288,2189.0,acima da média
3874,9,1984,4.13,304,2477.0,acima da média
3875,30,1992,4.15,304,4405.0,acima da média
3876,30,1988,3.87,538,5715.0,abaixo da média
3877,8,1991,4.11,704,10039.0,acima da média
3878,30,1987,4.28,956,44348.0,acima da média
3879,30,1990,4.06,307,65988.0,acima da média
3880,30,1992,4.35,580,17365.0,acima da média
3881,9,1990,4.38,144,8.0,acima da média
3882,30,1992,3.87,432,2242.0,abaixo da média
3883,49,1969,3.9,253,44.0,abaixo da média
3884,49,1958,3.89,242,14.0,abaixo da média
3885,49,1971,3.68,465,18590.0,abaixo da média
3886,10,1992,4.09,336,14453.0,acima da média
3887,45,1998,4.03,414,1308.0,acima da média
3888,30,1992,3.48,276,1139.0,abaixo da média
3889,30,1993,3.78,288,776.0,abaixo da média
3890,30,1973,3.64,200,2099.0,abaixo da média
3891,49,1958,3.98,260,54.0,acima da média
3892,49,1995,3.71,788,21.0,abaixo da média
3893,36,1992,4.13,317,119.0,acima da média
3894,30,1995,3.71,291,232.0,abaixo da média
3895,30,1997,4.06,364,3155.0,acima da média
3896,30,1997,4.18,712,1517.0,acima da média
3897,30,1998,3.73,377,226.0,abaixo da média
3898,22,1994,3.85,416,4749.0,abaixo da média
3899,10,1994,3.9,384,328.0,abaixo da média
3900,45,2000,4.08,208,60.0,acima da média
3901,36,2000,3.5,576,29.0,abaixo da média
3902,45,2002,4.31,160,778.0,acima da média
3903,4,2005,3.86,350,50.0,abaixo da média
3904,8,2005,3.68,302,125.0,abaixo da média
3905,45,2006,4.3,307,262.0,acima da média
3906,36,2006,4.14,776,2413.0,acima da média
3907,52,1983,4.22,172,46.0,acima da média
3908,45,1992,4.04,438,81.0,acima da média
3909,52,1985,4.05,230,520.0,acima da média
3910,52,1992,3.9,152,630.0,abaixo da média
3911,52,1993,4.49,410,109.0,acima da média
3912,36,1992,3.58,296,70.0,abaixo da média
3913,45,1999,4.3,692,575.0,acima da média
3914,46,1991,4.17,424,88.0,acima da média
3915,45,1992,4.22,110,3428.0,acima da média
3916,56,1981,4.18,1376,3.0,acima da média
3917,36,1995,3.58,384,101.0,abaixo da média
3918,43,1994,3.9,458,74.0,abaixo da média
3919,45,1988,4.21,547,41.0,acima da média
3920,52,1989,4.19,624,1303.0,acima da média
3921,43,1998,3.9,318,1416.0,abaixo da média
3922,59,1987,3.92,240,311.0,acima da média
3923,10,1977,3.99,624,208.0,acima da média
3924,52,1982,4.01,160,846.0,acima da média
3925,45,1983,4.19,336,194.0,acima da média
3926,30,1975,3.95,448,104.0,acima da média
3927,49,1984,4.42,496,757.0,acima da média
3928,59,1976,4.57,499,60.0,acima da média
3929,45,1975,4.39,560,426.0,acima da média
3930,36,1976,4.28,480,33.0,acima da média
3931,49,1925,3.94,576,18.0,acima da média
3933,52,1967,4.35,576,107.0,acima da média
3934,49,1985,4.02,400,93.0,acima da média
3936,8,1965,4.31,736,16.0,acima da média
3937,49,1994,4.47,464,30.0,acima da média
3938,45,1999,3.97,528,27.0,acima da média
3939,49,2006,4.03,434,33.0,acima da média
3940,49,2006,3.81,288,1091.0,abaixo da média
3941,8,1991,4.17,132,1314.0,acima da média
3942,30,1992,4.08,580,86.0,acima da média
3943,49,1994,3.8,229,389.0,abaixo da média
3944,54,1992,3.83,483,176.0,abaixo da média
3945,30,1993,4.06,254,1412.0,acima da média
3946,30,1993,3.97,117,1041.0,acima da média
3947,30,1993,4.2,564,6890.0,acima da média
3948,30,1993,4.09,320,1001.0,acima da média
3949,54,1994,4.42,273,7701.0,acima da média
3950,30,1994,4.24,711,1068.0,acima da média
3951,30,1994,3.71,807,50.0,abaixo da média
3952,16,1994,3.03,142,752.0,abaixo da média
3953,30,1995,4.26,1520,1492.0,acima da média
3954,30,1996,4.36,624,51.0,acima da média
3955,48,2003,4.7,473,709.0,acima da média
3956,30,1992,4.14,640,247.0,acima da média
3957,30,1992,3.86,368,495.0,abaixo da média
3958,36,1994,4.45,304,1407.0,acima da média
3959,54,1994,4.49,457,1264.0,acima da média
3960,8,1998,4.21,283,1689.0,acima da média
3961,30,2001,4.18,351,1206.0,acima da média
3963,30,2003,3.87,560,76.0,abaixo da média
3964,30,2004,4.32,337,410.0,acima da média
3965,8,2004,4.62,1184,961.0,acima da média
3966,30,2006,3.87,160,5994.0,abaixo da média
3967,8,2007,4.04,96,378.0,acima da média
3968,30,1956,4.05,147,50175.0,acima da média
3969,36,1989,3.96,152,49487.0,acima da média
3970,30,1989,4.17,312,8690.0,acima da média
3971,30,1989,4.42,544,17969.0,acima da média
3972,30,1989,3.42,256,1285.0,abaixo da média
3973,30,1989,3.64,339,2990.0,abaixo da média
3974,30,1989,4.18,159,34613.0,acima da média
3975,36,1989,3.9,288,2193.0,abaixo da média
3976,49,1990,3.86,581,318.0,abaixo da média
3977,30,1997,3.89,317,18462.0,abaixo da média
3978,30,1989,4.29,230,21140.0,acima da média
3979,49,1990,4.04,176,14218.0,acima da média
3980,30,1989,4.27,468,43469.0,acima da média
3981,21,1989,4.1,275,23906.0,acima da média
3982,30,1990,4.14,604,7620.0,acima da média
3983,8,1981,3.92,230,1213.0,acima da média
3984,44,1990,3.99,368,745.0,acima da média
3985,30,1989,3.67,114,3267.0,abaixo da média
3986,39,1989,4.44,384,1191.0,acima da média
3987,30,1990,3.95,256,6967.0,acima da média
3988,30,1990,3.68,104,2772.0,abaixo da média
3989,30,1991,3.89,457,2919.0,abaixo da média
3990,8,1991,4.39,144,111555.0,acima da média
3991,30,1990,4.38,520,6067.0,acima da média
3992,30,1995,4.3,685,5766.0,acima da média
3993,10,1991,3.95,432,664.0,acima da média
3994,49,1991,3.96,207,52434.0,acima da média
3995,58,1996,3.9,240,5537.0,abaixo da média
3996,30,1990,3.9,320,9619.0,abaixo da média
3997,30,1942,3.93,365,8097.0,acima da média
3998,30,1985,3.94,507,46181.0,acima da média
3999,30,1991,3.91,288,1016.0,acima da média
4000,30,1990,4.02,158,2691.0,acima da média
4001,30,1991,3.93,210,2688.0,acima da média
4002,8,1991,3.99,444,4933.0,acima da média
4003,30,1964,3.91,241,13984.0,acima da média
4004,52,1991,4.14,320,8830.0,acima da média
4005,42,1991,4.0,224,4877.0,acima da média
4006,30,1991,3.66,224,2150.0,abaixo da média
4007,30,1975,3.36,206,5652.0,abaixo da média
4008,30,1993,4.2,564,7163.0,acima da média
4009,50,1991,3.69,306,123.0,abaixo da média
4010,21,1991,3.83,249,2732.0,abaixo da média
4011,36,1991,4.23,260,12590.0,acima da média
4012,8,1992,3.97,248,128.0,acima da média
4013,30,1991,3.82,399,193100.0,abaixo da média
4014,30,1996,3.53,535,560.0,abaixo da média
4015,49,1975,4.09,352,322.0,acima da média
4016,30,1991,3.87,409,4082.0,abaixo da média
4017,30,1996,3.65,240,379.0,abaixo da média
4018,36,1993,4.05,447,4064.0,acima da média
4019,30,2004,3.75,736,459.0,abaixo da média
4020,36,1992,4.23,515,169.0,acima da média
4021,30,2003,3.89,441,9001.0,abaixo da média
4022,30,1994,4.07,192,20182.0,acima da média
4023,30,1993,3.82,320,1145.0,abaixo da média
4024,30,1993,4.01,272,4451.0,acima da média
4025,30,1994,3.81,232,10212.0,abaixo da média
4026,30,1993,3.64,317,8999.0,abaixo da média
4027,30,1973,3.64,416,174.0,abaixo da média
4028,30,2002,3.42,128,10331.0,abaixo da média
4029,30,1994,3.58,159,205.0,abaixo da média
4030,30,1995,4.19,496,756.0,acima da média
4031,30,1995,4.39,288,257.0,acima da média
4032,8,1994,4.01,274,8289.0,acima da média
4033,30,1995,3.53,320,1639.0,abaixo da média
4034,8,1995,4.08,240,2329.0,acima da média
4035,30,1996,3.68,175,12085.0,abaixo da média
4036,30,1996,3.86,206,4649.0,abaixo da média
4037,21,1995,4.12,144,1131.0,acima da média
4038,8,1994,3.76,368,532.0,abaixo da média
4039,30,1959,3.76,147,5900.0,abaixo da média
4040,68,2000,4.0,240,9805.0,acima da média
4041,30,1996,3.87,240,3407.0,abaixo da média
4042,8,2002,3.3,149,973.0,abaixo da média
4043,30,1995,3.97,437,61387.0,acima da média
4044,30,1961,4.2,288,2356.0,acima da média
4045,30,1997,3.69,630,1053.0,abaixo da média
4046,54,1994,4.22,69,630.0,acima da média
4047,8,1996,4.17,672,371.0,acima da média
4048,30,1996,4.27,476,2709.0,acima da média
4049,30,2000,3.87,213,3650.0,abaixo da média
4050,30,1998,3.96,367,2077.0,acima da média
4051,30,2013,3.6,207,727.0,abaixo da média
4052,43,1996,3.96,512,13237.0,acima da média
4053,30,1996,3.63,178,785.0,abaixo da média
4054,59,2007,4.1,1099,5892.0,acima da média
4055,30,1997,4.08,483,55388.0,acima da média
4056,36,1997,4.03,448,129.0,acima da média
4057,30,1998,3.7,283,32277.0,abaixo da média
4058,30,1998,3.58,208,51555.0,abaixo da média
4059,30,2000,3.82,532,10608.0,abaixo da média
4060,52,2000,4.11,862,3144.0,acima da média
4061,30,2006,3.87,398,11110.0,abaixo da média
4062,8,2000,4.0,288,1836.0,acima da média
4063,8,1998,4.08,204,259867.0,acima da média
4064,40,1997,4.25,209,1432.0,acima da média
4065,40,1993,3.86,32,159.0,abaixo da média
4066,40,1993,3.98,68,10723.0,acima da média
4067,40,1993,4.07,233,28222.0,acima da média
4068,40,1994,3.95,144,36.0,acima da média
4069,40,1994,4.02,272,4388.0,acima da média
4070,40,1994,3.86,56,3128.0,abaixo da média
4071,40,1996,4.08,21,27135.0,acima da média
4072,40,1997,3.87,32,722.0,abaixo da média
4073,41,1998,4.06,24,16.0,acima da média
4074,40,1998,4.35,72,245819.0,acima da média
4075,40,1998,4.27,242,3352.0,acima da média
4076,41,1999,3.88,48,155.0,abaixo da média
4077,40,2001,3.93,96,6580.0,acima da média
4078,40,1997,4.16,61,290.0,acima da média
4079,49,1998,4.12,155,29.0,acima da média
4080,30,1987,4.58,624,424.0,acima da média
4081,16,2000,3.75,256,65.0,abaixo da média
4082,30,2000,4.04,352,13610.0,acima da média
4083,15,1995,3.91,216,9677.0,acima da média
4084,8,1995,4.24,528,178.0,acima da média
4085,30,1995,3.58,192,889.0,abaixo da média
4086,30,1995,4.23,775,903.0,acima da média
4087,30,1995,3.73,248,14366.0,abaixo da média
4088,8,2001,0.0,400,0.0,abaixo da média
4089,8,2000,3.46,320,35.0,abaixo da média
4090,56,1994,4.24,272,1057.0,acima da média
4091,8,2001,4.06,752,1785.0,acima da média
4092,36,1986,4.35,886,13764.0,acima da média
4093,58,1996,4.32,191,233819.0,acima da média
4094,36,1996,3.85,352,558.0,abaixo da média
4095,30,1996,3.99,368,251.0,acima da média
4096,8,1995,4.27,230,1204.0,acima da média
4097,8,1996,4.31,187,27701.0,acima da média
4098,56,1996,3.91,282,616.0,acima da média
4099,30,1996,3.82,222,1599.0,abaixo da média
4100,56,1996,4.01,384,4087.0,acima da média
4101,52,1997,4.17,336,5894.0,acima da média
4102,58,1997,4.1,384,423.0,acima da média
4103,30,1997,3.36,445,2548.0,abaixo da média
4104,30,1991,4.13,288,3919.0,acima da média
4105,30,1974,3.52,576,5983.0,abaixo da média
4106,30,1997,3.8,368,2896.0,abaixo da média
4107,25,1997,4.16,288,140.0,acima da média
4108,30,1998,4.23,800,11931.0,acima da média
4109,30,1998,3.63,320,1584.0,abaixo da média
4110,30,1998,4.29,650,29556.0,acima da média
4111,49,2002,4.08,400,36.0,acima da média
4112,30,1998,3.34,272,5269.0,abaixo da média
4113,63,1997,4.22,448,23058.0,acima da média
4114,66,1998,3.86,304,256.0,abaixo da média
4115,8,1998,4.16,288,1035.0,acima da média
4116,30,1998,3.91,306,1313.0,acima da média
4117,30,1998,3.92,827,1471.0,acima da média
4118,8,1999,4.12,304,1027.0,acima da média
4119,30,1998,4.17,112,86.0,acima da média
4120,30,1998,3.8,281,5109.0,abaixo da média
4121,30,1999,3.69,464,799.0,abaixo da média
4122,47,1998,3.73,208,425.0,abaixo da média
4123,30,2000,3.99,285,12219.0,acima da média
4124,30,1998,4.16,506,8672.0,acima da média
4125,36,2000,3.71,608,1014.0,abaixo da média
4126,8,2003,3.75,288,363.0,abaixo da média
4127,30,2000,4.06,176,450.0,acima da média
4128,31,1998,3.95,112,149.0,acima da média
4129,31,1998,3.94,104,45.0,acima da média
4130,35,2001,4.13,224,1804.0,acima da média
4131,56,2002,4.17,576,8749.0,acima da média
4132,48,1999,4.0,272,761.0,acima da média
4133,30,1999,3.82,224,43921.0,abaixo da média
4134,50,1999,4.11,512,5004.0,acima da média
4135,30,1999,3.56,176,18450.0,abaixo da média
4136,8,2003,3.85,272,179.0,abaixo da média
4137,30,2000,3.47,368,118.0,abaixo da média
4138,63,2000,4.22,304,2250.0,acima da média
4139,30,1999,4.19,896,751.0,acima da média
4140,30,2000,3.68,352,1184.0,abaixo da média
4141,8,2014,4.1,752,84.0,acima da média
4142,44,2005,3.68,272,2242.0,abaixo da média
4143,30,2000,3.57,64,3363.0,abaixo da média
4144,58,1996,4.27,306,1895.0,acima da média
4145,30,1980,4.39,928,4040.0,acima da média
4146,30,1983,3.84,218,230.0,abaixo da média
4147,10,1999,3.97,111,2445.0,acima da média
4148,49,1984,3.77,412,414.0,abaixo da média
4149,36,1980,3.93,416,454.0,acima da média
4150,30,1992,3.7,332,322.0,abaixo da média
4151,30,1990,4.1,896,294.0,acima da média
4152,63,1999,3.97,336,408.0,acima da média
4153,36,1990,3.65,280,110.0,abaixo da média
4154,25,1995,3.82,272,729.0,abaixo da média
4155,40,1995,4.27,32,6528.0,acima da média
4156,40,1998,4.32,40,83.0,acima da média
4157,54,1997,4.27,96,1654.0,acima da média
4158,30,1997,3.76,281,1019.0,abaixo da média
4159,35,1997,4.0,208,231.0,acima da média
4160,63,1997,3.51,368,124.0,abaixo da média
4161,40,1997,4.22,32,5021.0,acima da média
4162,9,1999,3.75,320,209.0,abaixo da média
4163,39,1999,3.59,164,8623.0,abaixo da média
4164,46,1999,4.25,352,14549.0,acima da média
4165,66,1999,4.07,384,374.0,acima da média
4166,40,1982,4.16,32,114747.0,acima da média
4167,40,1992,3.78,64,2017.0,abaixo da média
4168,41,1995,4.0,32,242.0,acima da média
4169,40,1995,3.88,64,450.0,abaixo da média
4170,40,1998,3.85,256,6850.0,abaixo da média
4171,40,1999,4.3,67,21780.0,acima da média
4172,41,2000,3.87,80,104.0,abaixo da média
4173,41,2003,4.21,32,1054.0,acima da média
4174,41,2001,4.15,14,408.0,acima da média
4175,11,2005,3.96,163,6589.0,acima da média
4176,40,2000,4.15,274,27396.0,acima da média
4177,30,2001,4.09,180,69119.0,acima da média
4178,40,2001,4.02,40,967.0,acima da média
4179,40,2003,4.18,80,401.0,acima da média
4180,40,2002,4.3,75,9.0,acima da média
4181,40,2003,3.56,32,147.0,abaixo da média
4182,40,2002,3.96,64,1857.0,acima da média
4183,40,2012,3.47,32,100.0,abaixo da média
4184,70,2004,4.1,380,68128.0,acima da média
4185,40,2003,4.06,243,27535.0,acima da média
4186,40,2003,4.28,288,34207.0,acima da média
4187,49,2004,4.2,14,28261.0,acima da média
4188,40,2005,4.16,64,117.0,acima da média
4189,40,2005,4.08,64,155.0,acima da média
4190,40,2006,3.75,256,2927.0,abaixo da média
4191,40,2004,3.89,256,104.0,abaixo da média
4192,40,2006,3.84,160,2269.0,abaixo da média
4193,41,2004,4.24,40,523.0,acima da média
4194,40,2007,3.95,32,82.0,acima da média
4195,40,2005,4.01,80,616.0,acima da média
4196,40,2005,3.65,294,6077.0,abaixo da média
4197,40,2004,4.03,32,33.0,acima da média
4198,41,2005,3.67,160,3.0,abaixo da média
4199,40,2005,4.27,274,96683.0,acima da média
4200,40,2005,4.21,284,58610.0,acima da média
4201,36,1990,4.0,375,67.0,acima da média
4202,54,1981,4.33,232,213.0,acima da média
4203,45,1997,4.62,440,12.0,acima da média
4204,66,1971,4.23,195,1706.0,acima da média
4205,45,1990,4.22,1056,43.0,acima da média
4206,45,1990,4.22,309,269.0,acima da média
4207,52,2000,4.18,524,1737.0,acima da média
4208,52,1957,4.11,720,144.0,acima da média
4209,49,1954,4.1,420,495.0,acima da média
4210,52,1980,4.0,424,2720.0,acima da média
4211,49,1987,4.25,702,1073.0,acima da média
4212,58,1961,4.15,192,337.0,acima da média
4213,8,1991,4.31,800,254.0,acima da média
4214,58,1996,4.04,246,42.0,acima da média
4215,55,1993,3.83,280,567.0,abaixo da média
4216,52,1994,3.81,192,325.0,abaixo da média
4217,59,2000,4.09,152,945.0,acima da média
4218,49,2007,3.92,244,76.0,acima da média
4219,49,1985,4.43,1776,676.0,acima da média
4220,52,1984,4.43,2512,2296.0,acima da média
4221,21,2002,3.94,344,209.0,acima da média
4222,59,2002,3.99,229,139.0,acima da média
4223,9,2004,4.22,610,1933.0,acima da média
4224,52,2005,4.04,223,103.0,acima da média
4225,52,2005,3.57,67,8773.0,abaixo da média
4226,40,2004,4.26,31,198.0,acima da média
4227,49,2000,3.83,216,6.0,abaixo da média
4228,8,1984,3.3,257,66.0,abaixo da média
4229,40,1997,4.19,32,2285.0,acima da média
4230,41,1998,4.06,48,307.0,acima da média
4231,41,1999,4.07,48,109.0,acima da média
4232,41,2000,4.21,32,78.0,acima da média
4233,49,1992,4.14,534,21.0,acima da média
4234,19,2006,3.95,320,2913.0,acima da média
4235,49,1992,3.93,288,6223.0,acima da média
4236,62,1985,4.13,828,4.0,acima da média
4237,8,2001,4.53,376,12.0,acima da média
4238,49,1985,4.3,304,257.0,acima da média
4239,49,2003,3.93,448,2.0,acima da média
4240,49,2005,3.68,496,97.0,abaixo da média
4241,49,2005,4.02,228,79299.0,acima da média
4242,49,1990,4.04,528,91.0,acima da média
4243,49,1998,3.9,224,13.0,abaixo da média
4244,49,1987,3.92,236,12.0,acima da média
4245,21,2006,4.02,144,12.0,acima da média
4246,3,2005,3.27,392,51.0,abaixo da média
4247,10,2007,3.95,1088,111.0,acima da média
4248,30,2000,4.04,288,2984.0,acima da média
4249,49,2000,3.69,448,269.0,abaixo da média
4250,19,2006,3.73,464,38.0,abaixo da média
4251,5,1995,2.95,256,12.0,abaixo da média
4252,36,2006,4.33,624,0.0,acima da média
4253,19,2005,3.92,292,157.0,acima da média
4254,49,2005,3.96,307,21.0,acima da média
4255,49,1992,4.2,288,174.0,acima da média
4256,46,2005,4.37,432,51.0,acima da média
4257,49,1996,3.31,243,16151.0,abaixo da média
4258,49,1999,3.89,224,9.0,abaixo da média
4259,49,2000,3.73,323,755.0,abaixo da média
4260,41,2002,4.06,57,9246.0,acima da média
4261,41,2010,4.19,58,5051.0,acima da média
4262,40,2006,4.63,1072,210.0,acima da média
4263,49,2006,4.34,32,341.0,acima da média
4264,49,1997,3.4,336,2.0,abaixo da média
4265,49,1998,3.57,336,12404.0,abaixo da média
4266,30,2004,4.0,256,39.0,acima da média
4267,30,2005,3.87,233,48.0,abaixo da média
4268,15,2000,4.38,400,4423.0,acima da média
4269,15,2003,4.01,768,318.0,acima da média
4270,49,2001,3.72,336,333.0,abaixo da média
4271,41,2001,3.87,32,26.0,abaixo da média
4272,30,2001,4.17,448,649.0,acima da média
4273,58,2005,3.96,160,19.0,acima da média
4274,58,1998,3.52,256,4.0,abaixo da média
4275,58,2002,4.54,166,10.0,acima da média
4276,58,2003,4.55,48,11.0,acima da média
4277,58,2004,4.75,160,8.0,acima da média
4278,58,2005,4.43,276,1434.0,acima da média
4279,1,1978,3.72,192,60.0,abaixo da média
4280,8,2005,4.24,512,1786.0,acima da média
4281,36,2003,5.0,128,2.0,acima da média
4282,36,2002,2.67,128,3.0,abaixo da média
4283,36,2003,4.4,128,4.0,acima da média
4284,36,2006,5.0,128,0.0,acima da média
4285,36,2006,3.0,128,5.0,abaixo da média
4286,36,2006,4.44,128,9.0,acima da média
4287,36,2006,3.0,128,2.0,abaixo da média
4288,30,2005,4.11,192,326.0,acima da média
4289,49,1999,4.21,649,1557.0,acima da média
4290,49,2002,4.49,1137,94.0,acima da média
4291,49,2000,4.4,839,687.0,acima da média
4292,3,1992,3.98,302,663.0,acima da média
4293,49,2000,4.5,664,78.0,acima da média
4294,28,1990,4.48,900,5107.0,acima da média
4295,26,2002,4.44,376,439.0,acima da média
4296,29,2002,4.11,370,60.0,acima da média
4297,28,2003,4.66,777,89.0,acima da média
4298,45,1971,4.17,569,20.0,acima da média
4299,60,2003,4.35,646,165.0,acima da média
4300,60,2004,4.4,624,321.0,acima da média
4301,49,2004,3.61,253,11.0,abaixo da média
4302,30,2004,4.09,773,28.0,acima da média
4303,49,2005,3.82,733,304.0,abaixo da média
4304,49,2005,4.13,291,406585.0,acima da média
4305,49,2006,4.14,401,19.0,acima da média
4306,41,2001,5.0,48,0.0,acima da média
4307,39,2001,4.34,130,65.0,acima da média
4308,12,2001,4.71,96,3537.0,acima da média
4309,39,2002,3.99,128,396.0,acima da média
4310,12,2005,4.82,1456,31249.0,acima da média
4311,22,2004,3.77,199,279.0,abaixo da média
4312,48,2002,4.35,304,4769.0,acima da média
4313,57,2001,3.96,288,678.0,acima da média
4314,36,2001,3.79,544,4418.0,abaixo da média
4315,30,2001,3.86,288,4194.0,abaixo da média
4316,30,2000,4.49,701,1845.0,acima da média
4317,30,2000,4.17,206,2690.0,acima da média
4318,30,2000,4.23,205,2717.0,acima da média
4319,30,2002,3.24,128,6943.0,abaixo da média
4320,25,2001,4.07,256,301.0,acima da média
4321,8,2001,4.18,256,430.0,acima da média
4322,8,2001,3.89,288,1831.0,abaixo da média
4323,30,2001,3.94,250,25497.0,acima da média
4324,49,2002,3.83,208,33.0,abaixo da média
4325,30,1982,3.8,352,4707.0,abaixo da média
4326,56,2004,3.95,336,8200.0,acima da média
4327,8,2002,4.06,751,264047.0,acima da média
4328,36,2002,3.69,368,104.0,abaixo da média
4329,30,2001,3.56,368,12406.0,abaixo da média
4330,8,2006,4.07,386,158126.0,acima da média
4331,8,2002,3.96,704,374.0,acima da média
4332,30,2001,4.05,661,408775.0,acima da média
